id,phone_id,online,online_dummy,parent_yn,parent_dummy,gender_own,female,age_own,minage_partner,maxage_partner,height_own,minheight_partner,maxheight_partner,appearance_own,apperance_partner,appearance_own_level,apperance_partner_level,goodlooking_own,goodlooking_partner,status_own,status_own_levels,educ_own,educ_own_levels,min_educ_partner,min_educ_partner_levels
189,,online,1,,0,male,0,50,30,45,175.26,154.94,175.26,below average,"attractive, average, below average",1,1,,,divorced,2,bachelors degree,3,bachelors degree,3
190,,online,1,,0,male,0,28,19,30,,,,no answer,any,,0,,,single,1,no answer,0,any,0
191,,online,1,,0,male,0,24,18,27,165.1,,,average,any,2,0,,,single,1,bachelors degree,3,any,0
192,,online,1,,0,male,0,49,24,44,172.72,152.4,,average,average,2,2,,,single,1,bachelors degree,3,high school,1
193,,online,1,,0,male,0,29,19,30,165.1,,,average,any,2,0,,,single,1,high school,1,any,0
194,,online,1,,0,male,0,41,23,45,175.26,165.1,175.26,average,any,2,0,,,single,1,phd or doctorate,5,any,0
195,,online,1,,0,male,0,29,19,32,175.26,,,below average,average,1,2,,,single,1,high school,1,high school,1
196,,online,1,,0,male,0,38,18,36,180.34,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
197,,online,1,,0,male,0,27,19,30,,,,no answer,any,,0,,,single,1,no answer,0,any,0
198,,online,1,,0,male,0,47,25,42,172.72,,,average,any,2,0,,,divorced,2,high school,1,any,0
199,,online,1,,0,male,0,25,18,25,172.72,160.02,167.64,average,any,2,0,,,single,1,bachelors degree,3,any,0
200,,online,1,,0,male,0,43,23,38,170.18,,,below average,any,1,0,,,single,1,vocational college,2,any,0
201,,online,1,,0,male,0,33,20,32,170.18,,,attractive,attractive,3,3,,,single,1,bachelors degree,3,any,0
202,,online,1,,0,male,0,34,20,33,180.34,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
203,,online,1,,0,male,0,25,18,35,170.18,,,average,any,2,0,,,single,1,vocational college,2,any,0
204,,online,1,,0,male,0,32,20,33,172.72,157.48,170.18,below average,below average,1,1,,,single,1,bachelors degree,3,bachelors degree,3
205,,online,1,,0,male,0,31,20,33,180.34,160.02,175.26,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
206,,online,1,,0,male,0,36,21,35,170.18,,,average,any,2,0,,,single,1,bachelors degree,3,any,0
207,,online,1,,0,male,0,37,21,30,175.26,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
208,,online,1,,0,male,0,37,21,37,,,,no answer,any,,0,,,other,4,no answer,0,any,0
209,,online,1,,0,male,0,32,20,33,175.26,162.56,167.64,attractive,attractive,3,3,,,separated,2,bachelors degree,3,any,0
210,,online,1,,0,male,0,36,21,34,157.48,149.86,157.48,average,average,2,2,,,single,1,bachelors degree,3,any,0
211,,online,1,,0,male,0,33,20,34,,,,no answer,any,,0,,,single,1,no answer,0,any,0
212,,online,1,,0,male,0,43,24,40,160.02,,,below average,any,1,0,,,single,1,masters degree,4,any,0
213,,online,1,,0,male,0,37,21,37,172.72,,,average,any,2,0,,,single,1,bachelors degree,3,any,0
214,,online,1,,0,male,0,34,any,,177.8,160.02,175.26,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
215,,online,1,,0,male,0,42,25,35,175.26,154.94,,attractive,any,3,0,,,single,1,bachelors degree,3,vocational college,2
216,,online,1,,0,male,0,40,22,37,180.34,154.94,175.26,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
217,,online,1,,0,male,0,41,30,40,,,,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
218,,online,1,,0,male,0,33,20,40,167.64,,,average,any,2,0,,,single,1,masters degree,4,any,0
219,,online,1,,0,male,0,40,21,35,175.26,,,attractive,any,3,0,,,other,4,bachelors degree,3,any,0
220,,online,1,,0,male,0,32,20,30,167.64,,,average,any,2,0,,,single,1,masters degree,4,any,0
221,,online,1,,0,male,0,46,32,40,170.18,,,below average,any,1,0,,,divorced,2,high school,1,any,0
222,,online,1,,0,male,0,42,23,38,,,,no answer,any,,0,,,single,1,no answer,0,any,0
223,,online,1,,0,male,0,34,23,31,170.18,,,average,any,2,0,,,single,1,vocational college,2,any,0
224,,online,1,,0,male,0,49,27,43,170.18,,,attractive,any,3,0,,,divorced,2,masters degree,4,any,0
225,,online,1,,0,male,0,38,21,35,175.26,,,below average,any,1,0,,,separated,2,vocational college,2,any,0
226,,online,1,,0,male,0,36,20,34,167.64,,,attractive,any,3,0,,,single,1,high school,1,any,0
227,,online,1,,0,male,0,45,23,39,175.26,,,below average,any,1,0,,,separated,2,high school,1,any,0
228,,online,1,,0,male,0,31,20,35,,,,no answer,any,,0,,,other,4,no answer,0,any,0
229,,online,1,,0,male,0,30,19,31,205.74,,,below average,average,1,2,,,single,1,vocational college,2,any,0
230,,online,1,,0,male,0,31,19,32,,,,no answer,any,,0,,,divorced,2,no answer,0,any,0
231,,online,1,,0,male,0,33,19,26,167.64,,,below average,any,1,0,,,single,1,middle school / junior high,1,any,0
232,,online,1,,0,male,0,25,18,22,170.18,,,average,average,2,2,,,single,1,high school,1,any,0
233,,online,1,,0,male,0,28,19,31,185.42,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
234,,online,1,,0,male,0,26,19,28,175.26,,,below average,any,1,0,,,single,1,high school,1,any,0
235,,online,1,,0,male,0,26,18,27,172.72,,,average,any,2,0,,,single,1,bachelors degree,3,any,0
236,,online,1,,0,male,0,41,24,34,172.72,162.56,172.72,average,any,2,0,,,divorced,2,bachelors degree,3,any,0
237,,online,1,,0,male,0,26,18,27,172.72,,,below average,any,1,0,,,single,1,bachelors degree,3,any,0
238,,online,1,,0,male,0,33,20,32,175.26,,,below average,any,1,0,,,single,1,bachelors degree,3,any,0
239,,online,1,,0,male,0,27,25,26,167.64,,,below average,any,1,0,,,single,1,bachelors degree,3,any,0
240,,online,1,,0,male,0,22,18,25,177.8,,,average,attractive,2,3,,,single,1,bachelors degree,3,bachelors degree,3
241,,online,1,,0,male,0,33,25,40,172.72,154.94,170.18,average,any,2,0,,,single,1,high school,1,any,0
242,,online,1,,0,male,0,25,18,35,182.88,,,average,any,2,0,,,single,1,masters degree,4,any,0
243,,online,1,,0,male,0,31,25,30,170.18,,,average,any,2,0,,,single,1,bachelors degree,3,any,0
244,,online,1,,0,male,0,35,21,35,177.8,,,average,any,2,0,,,single,1,bachelors degree,3,any,0
245,,online,1,,0,male,0,36,18,24,167.64,165.1,185.42,attractive,"very attractive, attractive",3,3,,,separated,2,high school,1,any,0
246,,online,1,,0,male,0,34,20,33,170.18,,,below average,any,1,0,,,single,1,bachelors degree,3,any,0
247,,online,1,,0,male,0,21,18,25,,,,very attractive,any,4,0,,,single,1,vocational college,2,any,0
248,,online,1,,0,male,0,27,19,30,,,,no answer,any,,0,,,single,1,no answer,0,any,0
249,,online,1,,0,male,0,35,21,35,187.96,,,attractive,any,3,0,,,single,1,masters degree,4,any,0
250,,online,1,,0,male,0,30,19,31,,,,no answer,any,,0,,,single,1,no answer,0,any,0
251,,online,1,,0,female,1,45,42,57,157.48,172.72,,below average,any,1,0,,,widowed,3,bachelors degree,3,bachelors degree,3
252,,online,1,,0,female,1,43,36,56,165.1,172.72,,very attractive,any,4,0,,,single,1,bachelors degree,3,bachelors degree,3
253,,online,1,,0,female,1,43,43,55,165.1,175.26,,attractive,any,3,0,,,divorced,2,high school,1,high school,1
254,,online,1,,0,female,1,38,30,43,162.56,180.34,,very attractive,any,4,0,,,divorced,2,bachelors degree,3,bachelors degree,3
255,,online,1,,0,female,1,49,50,60,154.94,165.1,180.34,very attractive,any,4,0,,,divorced,2,high school,1,vocational college,2
256,,online,1,,0,female,1,42,40,55,154.94,172.72,180.34,attractive,any,3,0,,,single,1,bachelors degree,3,masters degree,4
257,,online,1,,0,female,1,35,30,36,165.1,175.26,190.5,attractive,any,3,0,,,single,1,bachelors degree,3,bachelors degree,3
258,,online,1,,0,female,1,48,42,58,167.64,180.34,,attractive,attractive,3,3,,,divorced,2,bachelors degree,3,bachelors degree,3
259,,online,1,,0,female,1,40,36,49,160.02,,,very attractive,any,4,0,,,divorced,2,masters degree,4,bachelors degree,3
260,,online,1,,0,female,1,50,47,70,157.48,170.18,185.42,attractive,attractive,3,3,,,divorced,2,bachelors degree,3,any,0
261,,online,1,,0,female,1,48,42,60,165.1,170.18,187.96,attractive,any,3,0,,,single,1,masters degree,4,bachelors degree,3
262,,online,1,,0,female,1,49,43,70,167.64,175.26,200.66,very attractive,"very attractive, attractive",4,3,,,divorced,2,bachelors degree,3,bachelors degree,3
263,,online,1,,0,female,1,45,41,56,160.02,,,attractive,any,3,0,,,divorced,2,bachelors degree,3,bachelors degree,3
264,,online,1,,0,female,1,29,25,40,149.86,170.18,190.5,average,below average,2,1,,,single,1,bachelors degree,3,bachelors degree,3
265,,online,1,,0,female,1,46,44,60,160.02,,,very attractive,any,4,0,,,divorced,2,bachelors degree,3,bachelors degree,3
266,,online,1,,0,female,1,48,30,53,165.1,172.72,,attractive,any,3,0,,,divorced,2,bachelors degree,3,bachelors degree,3
267,,online,1,,0,female,1,47,45,60,154.94,149.86,182.88,below average,any,1,0,,,single,1,bachelors degree,3,bachelors degree,3
268,,online,1,,0,female,1,33,31,50,167.64,,,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
269,,online,1,,0,female,1,37,33,48,157.48,,,attractive,any,3,0,,,single,1,masters degree,4,vocational college,2
270,,online,1,,0,female,1,50,50,68,154.94,,,below average,any,1,0,,,divorced,2,bachelors degree,3,any,0
271,,online,1,,0,female,1,38,42,55,162.56,170.18,195.58,attractive,any,3,0,,,single,1,masters degree,4,bachelors degree,3
272,,online,1,,0,female,1,47,40,80,162.56,,,very attractive,any,4,0,,,divorced,2,bachelors degree,3,any,0
273,,online,1,,0,female,1,48,44,65,154.94,165.1,185.42,attractive,"attractive, below average",3,3,,,widowed,3,high school,1,bachelors degree,3
274,,online,1,,0,female,1,50,51,65,157.48,,,attractive,below average,3,1,,,single,1,vocational college,2,any,0
275,,online,1,,0,female,1,41,35,48,160.02,175.26,,attractive,any,3,0,,,divorced,2,bachelors degree,3,bachelors degree,3
276,,online,1,,0,female,1,49,45,55,154.94,,,below average,below average,1,1,,,divorced,2,bachelors degree,3,bachelors degree,3
277,,online,1,,0,female,1,32,28,40,160.02,,,attractive,any,3,0,,,single,1,bachelors degree,3,bachelors degree,3
278,,online,1,,0,female,1,42,45,55,165.1,175.26,200.66,very attractive,attractive,4,3,,,divorced,2,bachelors degree,3,vocational college,2
279,,online,1,,0,female,1,39,37,53,157.48,,,attractive,any,3,0,,,divorced,2,bachelors degree,3,bachelors degree,3
280,,online,1,,0,female,1,44,40,55,167.64,175.26,185.42,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
281,,online,1,,0,female,1,36,33,50,165.1,,,attractive,any,3,0,,,divorced,2,vocational college,2,any,0
282,,online,1,,0,female,1,41,38,50,165.1,,,average,any,2,0,,,single,1,masters degree,4,any,0
283,,online,1,,0,female,1,28,26,43,165.1,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
284,,online,1,,0,female,1,42,41,52,165.1,167.64,190.5,below average,any,1,0,,,single,1,masters degree,4,bachelors degree,3
285,,online,1,,0,female,1,49,60,72,152.4,,180.34,average,any,2,0,,,divorced,2,vocational college,2,any,0
286,,online,1,,0,female,1,47,47,57,157.48,170.18,185.42,attractive,"very attractive, attractive",3,3,,,divorced,2,bachelors degree,3,bachelors degree,3
287,,online,1,,0,female,1,49,46,60,160.02,,,attractive,any,3,0,,,divorced,2,bachelors degree,3,masters degree,4
288,,online,1,,0,female,1,46,42,65,170.18,170.18,,attractive,any,3,0,,,divorced,2,high school,1,any,0
289,,online,1,,0,female,1,46,40,58,160.02,167.64,182.88,attractive,any,3,0,,,divorced,2,bachelors degree,3,bachelors degree,3
290,,online,1,,0,female,1,47,38,52,154.94,167.64,180.34,attractive,any,3,0,,,single,1,phd or doctorate,5,bachelors degree,3
291,,online,1,,0,female,1,19,18,23,160.02,177.8,187.96,below average,any,1,0,,,single,1,bachelors degree,3,any,0
292,,online,1,,0,female,1,42,37,50,165.1,,,average,any,2,0,,,divorced,2,high school,1,any,0
293,,online,1,,0,female,1,42,40,52,160.02,165.1,185.42,attractive,any,3,0,,,single,1,masters degree,4,any,0
294,,online,1,,0,female,1,33,33,47,160.02,175.26,185.42,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
295,,online,1,,0,female,1,40,38,51,157.48,,,attractive,any,3,0,,,divorced,2,vocational college,2,bachelors degree,3
296,,online,1,,0,female,1,31,28,38,154.94,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
297,,online,1,,0,female,1,48,38,65,157.48,167.64,190.5,attractive,any,3,0,,,divorced,2,bachelors degree,3,bachelors degree,3
298,,online,1,,0,female,1,31,32,38,160.02,170.18,,average,any,2,0,,,single,1,bachelors degree,3,any,0
299,,online,1,,0,female,1,48,46,65,162.56,167.64,,attractive,any,3,0,,,divorced,2,bachelors degree,3,vocational college,2
300,,online,1,,0,female,1,29,32,40,165.1,175.26,177.8,attractive,average,3,2,,,single,1,bachelors degree,3,bachelors degree,3
301,,online,1,,0,female,1,32,33,45,160.02,,,attractive,any,3,0,,,single,1,bachelors degree,3,bachelors degree,3
302,,online,1,,0,female,1,35,30,43,162.56,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
303,,online,1,,0,female,1,42,40,55,154.94,,,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
304,,online,1,,0,female,1,27,19,37,162.56,,,average,any,2,0,,,single,1,bachelors degree,3,any,0
305,,online,1,,0,female,1,35,40,48,165.1,170.18,180.34,below average,below average,1,1,,,divorced,2,bachelors degree,3,bachelors degree,3
306,,online,1,,0,female,1,30,35,45,157.48,175.26,185.42,below average,"average, below average",1,2,,,single,1,vocational college,2,bachelors degree,3
307,,online,1,,0,female,1,28,28,38,167.64,,,below average,any,1,0,,,single,1,bachelors degree,3,any,0
308,,online,1,,0,female,1,31,29,45,165.1,177.8,193.04,very attractive,very attractive,4,3,,,single,1,masters degree,4,any,0
309,,online,1,,0,female,1,39,33,48,154.94,167.64,182.88,attractive,any,3,0,,,single,1,masters degree,4,vocational college,2
310,,online,1,,0,female,1,22,22,32,160.02,,,average,any,2,0,,,single,1,bachelors degree,3,bachelors degree,3
311,,online,1,,0,female,1,49,40,59,154.94,,,very attractive,any,4,0,,,divorced,2,vocational college,2,any,0
312,,online,1,,0,female,1,42,38,50,167.64,,,very attractive,any,4,0,,,divorced,2,bachelors degree,3,any,0
313,,online,1,,0,female,1,42,42,60,157.48,170.18,,attractive,any,3,0,,,divorced,2,high school,1,vocational college,2
314,,online,1,,0,female,1,34,34,40,160.02,170.18,180.34,average,"attractive, average, below average",2,1,,,single,1,bachelors degree,3,bachelors degree,3
315,,online,1,,0,female,1,49,44,60,157.48,,,very attractive,any,4,0,,,divorced,2,bachelors degree,3,any,0
316,,online,1,,0,female,1,40,48,50,162.56,180.34,180.34,very attractive,any,4,0,,,divorced,2,bachelors degree,3,any,0
317,,online,1,,0,female,1,30,28,46,,177.8,185.42,attractive,attractive,3,3,,,other,4,bachelors degree,3,bachelors degree,3
318,,online,1,,0,female,1,46,41,56,149.86,165.1,175.26,average,any,2,0,,,divorced,2,bachelors degree,3,bachelors degree,3
319,,online,1,,0,female,1,31,26,45,160.02,,,attractive,any,3,0,,,single,1,masters degree,4,bachelors degree,3
320,,online,1,,0,female,1,44,45,55,170.18,175.26,190.5,attractive,attractive,3,3,,,divorced,2,bachelors degree,3,any,0
321,,online,1,,0,female,1,38,39,52,160.02,170.18,185.42,very attractive,any,4,0,,,divorced,2,bachelors degree,3,bachelors degree,3
322,,online,1,,0,female,1,47,49,60,165.1,175.26,,very attractive,any,4,0,,,divorced,2,bachelors degree,3,bachelors degree,3
323,,online,1,,0,female,1,48,44,59,162.56,,,attractive,any,3,0,,,divorced,2,masters degree,4,vocational college,2
324,,online,1,,0,female,1,43,44,60,154.94,170.18,180.34,average,any,2,0,,,divorced,2,bachelors degree,3,bachelors degree,3
325,,online,1,,0,female,1,49,45,60,154.94,170.18,190.5,attractive,any,3,0,,,divorced,2,bachelors degree,3,vocational college,2
326,,online,1,,0,female,1,34,27,44,170.18,167.64,,very attractive,any,4,0,,,divorced,2,bachelors degree,3,vocational college,2
327,,online,1,,0,female,1,30,28,46,165.1,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
328,,online,1,,0,female,1,44,40,60,162.56,,,below average,any,1,0,,,widowed,3,bachelors degree,3,bachelors degree,3
329,,online,1,,0,female,1,28,28,42,162.56,,,attractive,any,3,0,,,single,1,bachelors degree,3,bachelors degree,3
330,,online,1,,0,female,1,35,34,43,154.94,,,below average,any,1,0,,,single,1,bachelors degree,3,any,0
331,,online,1,,0,female,1,37,37,42,172.72,180.34,182.88,average,below average,2,1,,,divorced,2,bachelors degree,3,any,0
332,,online,1,,0,female,1,44,36,49,160.02,,,average,any,2,0,,,single,1,bachelors degree,3,any,0
333,,online,1,,0,female,1,36,33,50,160.02,,,average,any,2,0,,,divorced,2,phd or doctorate,5,any,0
334,,online,1,,0,female,1,34,35,52,162.56,,,average,any,2,0,,,single,1,bachelors degree,3,any,0
335,,online,1,,0,female,1,49,56,68,165.1,177.8,198.12,attractive,any,3,0,,,divorced,2,masters degree,4,bachelors degree,3
336,,online,1,,0,female,1,40,40,43,157.48,170.18,175.26,below average,average,1,2,,,divorced,2,bachelors degree,3,any,0
337,,online,1,,0,female,1,49,49,59,162.56,,,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
338,,online,1,,0,female,1,44,41,55,160.02,170.18,,attractive,any,3,0,,,divorced,2,bachelors degree,3,bachelors degree,3
339,,online,1,,0,female,1,49,44,58,162.56,,,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
340,,online,1,,0,female,1,38,30,47,165.1,175.26,185.42,average,any,2,0,,,single,1,bachelors degree,3,vocational college,2
341,,online,1,,0,female,1,45,45,56,162.56,175.26,185.42,attractive,any,3,0,,,divorced,2,bachelors degree,3,bachelors degree,3
342,,online,1,,0,female,1,42,37,53,165.1,,,attractive,any,3,0,,,divorced,2,high school,1,any,0
343,,online,1,,0,female,1,47,40,57,160.02,172.72,,very attractive,below average,4,1,,,divorced,2,bachelors degree,3,bachelors degree,3
344,,online,1,,0,female,1,32,28,46,157.48,172.72,198.12,attractive,any,3,0,,,single,1,bachelors degree,3,bachelors degree,3
345,,online,1,,0,female,1,34,36,45,160.02,,,below average,any,1,0,,,single,1,bachelors degree,3,any,0
346,,online,1,,0,female,1,33,29,42,162.56,172.72,,attractive,any,3,0,,,single,1,bachelors degree,3,bachelors degree,3
347,,online,1,,0,female,1,39,40,57,170.18,172.72,,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
348,,online,1,,0,female,1,49,41,52,162.56,,,attractive,any,3,0,,,divorced,2,bachelors degree,3,bachelors degree,3
349,,online,1,,0,female,1,47,35,60,160.02,170.18,,very attractive,any,4,0,,,divorced,2,bachelors degree,3,vocational college,2
350,,online,1,,0,female,1,50,48,60,165.1,,,attractive,any,3,0,,,divorced,2,vocational college,2,any,0
351,,online,1,,0,female,1,39,40,50,154.94,175.26,185.42,attractive,any,3,0,,,divorced,2,bachelors degree,3,bachelors degree,3
352,,online,1,,0,female,1,37,30,48,157.48,175.26,185.42,very attractive,"very attractive, attractive, average",4,2,,,single,1,bachelors degree,3,bachelors degree,3
353,,online,1,,0,female,1,45,45,60,162.56,175.26,,attractive,any,3,0,,,divorced,2,vocational college,2,any,0
354,,online,1,,0,female,1,48,46,65,165.1,172.72,,attractive,any,3,0,,,single,1,bachelors degree,3,vocational college,2
355,,online,1,,0,female,1,34,33,45,162.56,,,attractive,"very attractive, attractive, average",3,2,,,single,1,bachelors degree,3,any,0
356,,online,1,,0,female,1,46,40,58,160.02,167.64,182.88,attractive,any,3,0,,,divorced,2,bachelors degree,3,bachelors degree,3
357,,online,1,,0,female,1,38,39,52,160.02,170.18,185.42,very attractive,any,4,0,,,divorced,2,bachelors degree,3,bachelors degree,3
358,,online,1,,0,female,1,47,47,59,160.02,167.64,187.96,below average,below average,1,1,,,divorced,2,high school,1,bachelors degree,3
359,,online,1,,0,female,1,38,40,58,160.02,165.1,175.26,below average,any,1,0,,,divorced,2,vocational college,2,middle school / junior high,1
360,,online,1,,0,female,1,35,40,48,165.1,170.18,180.34,below average,below average,1,1,,,divorced,2,bachelors degree,3,bachelors degree,3
361,,online,1,,0,female,1,39,33,48,154.94,167.64,182.88,attractive,any,3,0,,,single,1,masters degree,4,vocational college,2
362,,online,1,,0,female,1,49,40,59,154.94,,,very attractive,any,4,0,,,divorced,2,vocational college,2,any,0
363,,online,1,,0,female,1,42,38,50,167.64,,,very attractive,any,4,0,,,divorced,2,bachelors degree,3,any,0
364,,online,1,,0,female,1,31,26,45,160.02,,,attractive,any,3,0,,,single,1,masters degree,4,bachelors degree,3
365,,online,1,,0,female,1,40,40,43,157.48,170.18,175.26,below average,average,1,2,,,divorced,2,bachelors degree,3,any,0
366,,online,1,,0,female,1,47,40,57,160.02,172.72,,very attractive,below average,4,1,,,divorced,2,bachelors degree,3,bachelors degree,3
367,,online,1,,0,female,1,43,45,56,157.48,,,average,any,2,0,,,separated,2,high school,1,any,0
368,,online,1,,0,female,1,30,28,45,160.02,,,average,any,2,0,,,single,1,vocational college,2,any,0
369,,online,1,,0,female,1,47,43,58,160.02,170.18,,attractive,below average,3,1,,,single,1,vocational college,2,bachelors degree,3
370,,online,1,,0,female,1,49,49, no answer,160.02,165.1,,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
371,,online,1,,0,female,1,49,49,62,160.02,,,attractive,below average,3,1,,,divorced,2,bachelors degree,3,any,0
372,,online,1,,0,female,1,50,40,65,160.02,,,very attractive,any,4,0,,,divorced,2,bachelors degree,3,any,0
