id,phone_id,online,online_dummy,parent_yn,parent_dummy,gender_own,female,age_own,minage_partner,maxage_partner,height_own,minheight_partner,maxheight_partner,appearance_own,apperance_partner,appearance_own_level,apperance_partner_level,goodlooking_own,goodlooking_partner,status_own,status_own_levels,educ_own,educ_own_levels,min_educ_partner,min_educ_partner_levels
373,,online,1,,0,female,1,28,25,40,167.64,172.72,,very attractive,any,4,0,,,single,1,masters degree,4,vocational college,2
374,,online,1,,0,female,1,34,33,52,149.86,,,attractive,any,3,0,,,no answer,,masters degree,4,bachelors degree,3
375,,online,1,,0,female,1,24,23,37,165.1,,,average,any,2,0,,,single,1,bachelors degree,3,any,0
376,,online,1,,0,female,1,39,35,50,160.02,,,below average,any,1,0,,,single,1,vocational college,2,any,0
377,,online,1,,0,female,1,25,28,40,165.1,175.26,190.5,average,attractive,2,3,,,single,1,bachelors degree,3,any,0
378,,online,1,,0,female,1,40,37,51,162.56,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
379,,online,1,,0,female,1,49,45,60,154.94,170.18,190.5,attractive,any,3,0,,,divorced,2,bachelors degree,3,vocational college,2
380,,online,1,,0,female,1,49,45,58,160.02,175.26,,very attractive,any,4,0,,,divorced,2,bachelors degree,3,any,0
381,,online,1,,0,female,1,47,45,60,157.48,160.02,190.5,attractive,any,3,0,,,divorced,2,masters degree,4,masters degree,4
382,,online,1,,0,female,1,40,36,51,165.1,,,below average,any,1,0,,,divorced,2,bachelors degree,3,any,0
383,,online,1,,0,female,1,46,40,60,165.1,,,very attractive,any,4,0,,,divorced,2,middle school / junior high,1,any,0
384,,online,1,,0,female,1,41,37,51,165.1,,,very attractive,any,4,0,,,single,1,bachelors degree,3,any,0
385,,online,1,,0,female,1,49,40,65,160.02,175.26,190.5,attractive,"very attractive, attractive, average",3,2,,,single,1,bachelors degree,3,vocational college,2
386,,online,1,,0,female,1,49,47,61,162.56,,,attractive,"very attractive, attractive, average",3,2,,,single,1,bachelors degree,3,any,0
387,,online,1,,0,female,1,30,22,38,165.1,,,very attractive,any,4,0,,,single,1,bachelors degree,3,any,0
388,,online,1,,0,female,1,50,40,55,157.48,,,very attractive,very attractive,4,3,,,divorced,2,vocational college,2,phd or doctorate,5
389,,online,1,,0,female,1,50,50,61,160.02,,185.42,very attractive,"average, below average",4,2,,,divorced,2,bachelors degree,3,vocational college,2
390,,online,1,,0,female,1,48,45,58,165.1,177.8,185.42,attractive,attractive,3,3,,,divorced,2,bachelors degree,3,bachelors degree,3
391,,online,1,,0,female,1,34,34,51,165.1,167.64,200.66,very attractive,any,4,0,,,divorced,2,bachelors degree,3,vocational college,2
392,,online,1,,0,female,1,31,28,46,160.02,,,average,any,2,0,,,separated,2,high school,1,any,0
393,,online,1,,0,female,1,38,35,52,157.48,,,attractive,any,3,0,,,single,1,bachelors degree,3,bachelors degree,3
394,,online,1,,0,female,1,32,23,45,162.56,170.18,,below average,any,1,0,,,single,1,vocational college,2,any,0
395,,online,1,,0,female,1,49,48,68,154.94,170.18,185.42,attractive,"very attractive, attractive, average",3,2,,,divorced,2,bachelors degree,3,bachelors degree,3
396,,online,1,,0,female,1,43,39,54,154.94,170.18,,attractive,any,3,0,,,divorced,2,masters degree,4,bachelors degree,3
397,,online,1,,0,female,1,48,40,59,160.02,170.18,180.34,attractive,any,3,0,,,divorced,2,bachelors degree,3,bachelors degree,3
398,,online,1,,0,female,1,47,42,60,160.02,170.18,175.26,below average,below average,1,1,,,divorced,2,bachelors degree,3,bachelors degree,3
399,,online,1,,0,female,1,31,29,40,,172.72,,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
400,,online,1,,0,female,1,42,35,56,154.94,165.1,200.66,attractive,below average,3,1,,,widowed,3,masters degree,4,bachelors degree,3
401,,online,1,,0,female,1,45,40,56,154.94,170.18,180.34,very attractive,any,4,0,,,divorced,2,masters degree,4,any,0
402,,online,1,,0,female,1,33,28,42,160.02,,,attractive,any,3,0,,,single,1,bachelors degree,3,bachelors degree,3
403,,online,1,,0,female,1,41,43,58,154.94,165.1,180.34,attractive,"very attractive, attractive",3,3,,,widowed,3,bachelors degree,3,bachelors degree,3
404,,online,1,,0,female,1,26,30,50,160.02,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
405,,online,1,,0,female,1,46,39,55,160.02,175.26,187.96,attractive,any,3,0,,,divorced,2,bachelors degree,3,bachelors degree,3
406,,online,1,,0,female,1,49,51,72,154.94,,,attractive,"attractive, average",3,2,,,divorced,2,vocational college,2,high school,1
407,,online,1,,0,female,1,48,49,62,160.02,167.64,185.42,average,any,2,0,,,divorced,2,vocational college,2,vocational college,2
408,,online,1,,0,female,1,47,46,56,167.64,,,very attractive,any,4,0,,,divorced,2,bachelors degree,3,any,0
409,,online,1,,0,female,1,33,32,44,160.02,177.8,182.88,below average,any,1,0,,,single,1,high school,1,any,0
410,,online,1,,0,female,1,45,50,65,157.48,170.18,198.12,attractive,below average,3,1,,,divorced,2,bachelors degree,3,any,0
411,,online,1,,0,female,1,50,47,60,152.4,,,below average,any,1,0,,,divorced,2,masters degree,4,any,0
412,,online,1,,0,female,1,39,40,60,165.1,167.64,,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
413,,online,1,,0,female,1,50,46,60,154.94,,,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
414,,online,1,,0,female,1,34,35,50,160.02,170.18,185.42,attractive,any,3,0,,,divorced,2,bachelors degree,3,bachelors degree,3
415,,online,1,,0,female,1,30,25,33,152.4,172.72,,below average,average,1,2,,,single,1,vocational college,2,bachelors degree,3
416,,online,1,,0,female,1,49,44,59,162.56,172.72,185.42,very attractive,attractive,4,3,,,divorced,2,vocational college,2,bachelors degree,3
417,,online,1,,0,female,1,48,47,58,160.02,167.64,180.34,very attractive,any,4,0,,,divorced,2,bachelors degree,3,vocational college,2
418,,online,1,,0,female,1,45,40,56,162.56,,,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
419,,online,1,,0,female,1,44,45,56,165.1,172.72,180.34,attractive,"attractive, below average",3,1,,,widowed,3,bachelors degree,3,bachelors degree,3
420,,online,1,,0,female,1,40,37,52,162.56,175.26,190.5,attractive,below average,3,1,,,single,1,bachelors degree,3,bachelors degree,3
421,,online,1,,0,female,1,46,47,60,162.56,180.34,185.42,attractive,attractive,3,3,,,divorced,2,bachelors degree,3,masters degree,4
422,,online,1,,0,female,1,32,30,50,165.1,175.26,190.5,attractive,any,3,0,,,single,1,bachelors degree,3,masters degree,4
423,,online,1,,0,female,1,36,33,50,165.1,,,very attractive,any,4,0,,,divorced,2,high school,1,any,0
424,,online,1,,0,female,1,50,50,70,160.02,175.26,,attractive,any,3,0,,,divorced,2,bachelors degree,3,vocational college,2
425,,online,1,,0,female,1,36,34,55,152.4,,,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
426,,online,1,,0,female,1,27,28,40,154.94,180.34,200.66,below average,any,1,0,,,separated,2,vocational college,2,any,0
427,,online,1,,0,female,1,47,42,56,160.02,170.18,180.34,average,"attractive, average, below average",2,1,,,divorced,2,vocational college,2,bachelors degree,3
428,,online,1,,0,female,1,41,38,50,160.02,,,attractive,any,3,0,,,divorced,2,vocational college,2,any,0
429,,online,1,,0,female,1,31,36,46,162.56,165.1,190.5,very attractive,any,4,0,,,divorced,2,vocational college,2,any,0
430,,online,1,,0,female,1,49,45,61,160.02,170.18,180.34,attractive,any,3,0,,,widowed,3,bachelors degree,3,bachelors degree,3
431,,online,1,,0,female,1,34,35,43,160.02,177.8,185.42,attractive,average,3,2,,,divorced,2,bachelors degree,3,bachelors degree,3
432,,online,1,,0,female,1,50,44,60,154.94,167.64,180.34,attractive,below average,3,1,,,divorced,2,vocational college,2,vocational college,2
433,,online,1,,0,female,1,43,40,58,160.02,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
434,,online,1,,0,female,1,46,42,55,157.48,170.18,190.5,very attractive,any,4,0,,,divorced,2,vocational college,2,bachelors degree,3
435,,online,1,,0,female,1,45,45,59,157.48,170.18,,very attractive,any,4,0,,,single,1,bachelors degree,3,any,0
436,,online,1,,0,female,1,30,28,35,165.1,175.26,187.96,attractive,any,3,0,,,single,1,masters degree,4,masters degree,4
437,,online,1,,0,female,1,33,29,40,154.94,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
438,,online,1,,0,female,1,34,34,38,165.1,175.26,185.42,attractive,attractive,3,3,,,single,1,bachelors degree,3,bachelors degree,3
439,,online,1,,0,female,1,47,43,58,160.02,,,attractive,any,3,0,,,widowed,3,bachelors degree,3,any,0
440,,online,1,,0,female,1,23,25,36,162.56,,,average,any,2,0,,,single,1,vocational college,2,any,0
441,,online,1,,0,female,1,38,35,51,167.64,,,attractive,any,3,0,,,single,1,bachelors degree,3,bachelors degree,3
442,,online,1,,0,female,1,49,50,66,160.02,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
443,,online,1,,0,female,1,35,33,55,160.02,167.64,185.42,attractive,average,3,2,,,widowed,3,masters degree,4,bachelors degree,3
444,,online,1,,0,female,1,40,36,50,157.48,175.26,182.88,attractive,any,3,0,,,single,1,bachelors degree,3,bachelors degree,3
445,,online,1,,0,female,1,45,45,62,160.02,172.72,185.42,attractive,below average,3,1,,,single,1,bachelors degree,3,bachelors degree,3
446,,online,1,,0,female,1,48,47,60,160.02,170.18,185.42,average,any,2,0,,,divorced,2,bachelors degree,3,vocational college,2
447,,online,1,,0,female,1,34,32,45,160.02,170.18,190.5,very attractive,any,4,0,,,single,1,bachelors degree,3,any,0
448,,online,1,,0,female,1,48,44,59,154.94,,,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
449,,online,1,,0,female,1,29,30,40,165.1,175.26,187.96,attractive,attractive,3,3,,,single,1,bachelors degree,3,any,0
450,,online,1,,0,female,1,27,25,50,165.1,154.94,195.58,below average,any,1,0,,,single,1,bachelors degree,3,any,0
451,,online,1,,0,female,1,25,25,38,170.18,,,below average,any,1,0,,,single,1,bachelors degree,3,any,0
452,,online,1,,0,female,1,45,40,56,165.1,172.72,185.42,attractive,"very attractive, attractive, average",3,2,,,divorced,2,high school,1,bachelors degree,3
453,,online,1,,0,female,1,35,35,46,157.48,172.72,187.96,attractive,any,3,0,,,divorced,2,bachelors degree,3,vocational college,2
454,,online,1,,0,female,1,36,35,55,157.48,170.18,,attractive,any,3,0,,,single,1,masters degree,4,,0
455,,online,1,,0,female,1,47,43,50,162.56,,,attractive,any,3,0,,,divorced,2,high school,1,bachelors degree,3
456,,online,1,,0,female,1,37,34,50,165.1,,,very attractive,any,4,0,,,widowed,3,masters degree,4,bachelors degree,3
457,,online,1,,0,female,1,50,47,55,152.4,170.18,175.26,below average,below average,1,1,,,single,1,bachelors degree,3,bachelors degree,3
458,,online,1,,0,female,1,35,34,54,160.02,,,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
459,,online,1,,0,female,1,26,24,41,165.1,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
460,,online,1,,0,female,1,47,44,59,160.02,,,very attractive,any,4,0,,,divorced,2,vocational college,2,vocational college,2
461,,online,1,,0,female,1,41,30,51,160.02,,,attractive,average,3,2,,,single,1,bachelors degree,3,masters degree,4
462,,online,1,,0,female,1,44,37,58,157.48,167.64,,attractive,any,3,0,,,single,1,vocational college,2,any,0
463,,online,1,,0,female,1,29,28,40,154.94,,,average,any,2,0,,,single,1,vocational college,2,any,0
464,,online,1,,0,female,1,36,33,39,160.02,170.18,177.8,attractive,attractive,3,3,,,single,1,masters degree,4,bachelors degree,3
465,,online,1,,0,female,1,40,37,52,162.56,,,very attractive,any,4,0,,,divorced,2,bachelors degree,3,any,0
466,,online,1,,0,female,1,46,47,60,160.02,175.26,185.42,attractive,any,3,0,,,single,1,vocational college,2,bachelors degree,3
467,,online,1,,0,female,1,39,44,52,157.48,,,average,any,2,0,,,divorced,2,bachelors degree,3,bachelors degree,3
468,,online,1,,0,female,1,26,25,46,160.02,160.02,190.5,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
469,,online,1,,0,female,1,30,28,46,167.64,,,below average,any,1,0,,,single,1,bachelors degree,3,any,0
470,,online,1,,0,female,1,41,40,60,162.56,175.26,190.5,attractive,"very attractive, attractive, average",3,2,,,divorced,2,bachelors degree,3,vocational college,2
471,,online,1,,0,female,1,45,30,55,154.94,,,below average,any,1,0,,,divorced,2,vocational college,2,any,0
472,,online,1,,0,female,1,50,46,62,160.02,172.72,182.88,attractive,any,3,0,,,divorced,2,vocational college,2,bachelors degree,3
473,,online,1,,0,female,1,29,28,45,162.56,170.18,190.5,below average,below average,1,1,,,single,1,bachelors degree,3,bachelors degree,3
474,,online,1,,0,female,1,33,32,40,160.02,170.18,187.96,attractive,any,3,0,,,single,1,vocational college,2,vocational college,2
475,,online,1,,0,female,1,45,40,55,157.48,,,attractive,any,3,0,,,single,1,bachelors degree,3,vocational college,2
476,,online,1,,0,female,1,39,35,48,162.56,175.26,185.42,very attractive,any,4,0,,,single,1,bachelors degree,3,bachelors degree,3
477,,online,1,,0,female,1,37,32,41,160.02,172.72,182.88,attractive,below average,3,1,,,single,1,bachelors degree,3,bachelors degree,3
478,,online,1,,0,female,1,29,24,28,160.02,167.64,185.42,below average,any,1,0,,,single,1,bachelors degree,3,bachelors degree,3
479,,online,1,,0,female,1,37,30,45,160.02,,,no answer,any,,0,,,divorced,2,vocational college,2,any,0
480,,online,1,,0,female,1,29,28,43,160.02,,,very attractive,any,4,0,,,single,1,bachelors degree,3,any,0
481,,online,1,,0,female,1,38,36,50,162.56,175.26,,below average,any,1,0,,,divorced,2,high school,1,any,0
482,,online,1,,0,female,1,38,40,46,162.56,170.18,,average,any,2,0,,,single,1,bachelors degree,3,any,0
483,,online,1,,0,female,1,28,26,36,160.02,175.26,190.5,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
484,,online,1,,0,female,1,30,28,46,167.64,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
485,,online,1,,0,female,1,26,24,36,152.4,170.18,187.96,attractive,any,3,0,,,single,1,phd or doctorate,5,bachelors degree,3
486,,online,1,,0,female,1,32,27,40,165.1,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
487,,online,1,,0,female,1,44,41,55,160.02,170.18,190.5,average,any,2,0,,,divorced,2,bachelors degree,3,any,0
488,,online,1,,0,female,1,30,28,46,167.64,,,attractive,any,3,0,,,divorced,2,bachelors degree,3,any,0
489,,online,1,,0,female,1,26,24,36,160.02,,,attractive,attractive,3,3,,,single,1,masters degree,4,bachelors degree,3
490,,online,1,,0,female,1,26,24,41,162.56,,,below average,any,1,0,,,single,1,bachelors degree,3,any,0
491,,online,1,,0,female,1,22,20,31,165.1,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
492,,online,1,,0,female,1,26,30,40,160.02,175.26,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
493,,online,1,,0,female,1,29,24,36,160.02,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
494,,online,1,,0,female,1,28,26,42,172.72,,,attractive,any,3,0,,,single,1,bachelors degree,3,any,0
495,,online,1,,0,female,1,45,46,60,160.02,,,attractive,any,3,0,,,divorced,2,vocational college,2,any,0
496,,online,1,,0,female,1,25,28,47,157.48,162.56,198.12,average,any,2,0,,,single,1,bachelors degree,3,bachelors degree,3
497,,online,1,,0,female,1,42,42,65,162.56,167.64,,very attractive,any,4,0,,,divorced,2,high school,1,vocational college,2
498,,online,1,,0,female,1,47,43,73,157.48,,,average,any,2,0,,,divorced,2,vocational college,2,any,0
499,,online,1,,0,female,1,45,45,60,157.48,170.18,185.42,attractive,average,3,2,,,divorced,2,vocational college,2,any,0
500,,online,1,,0,female,1,36,33,45,165.1,175.26,190.5,attractive,attractive,3,3,,,divorced,2,bachelors degree,3,bachelors degree,3
501,4709,offline,0,,0,female,1,30,,38,163,172,,,,,,0,0,divorced,2,bachelors degree,3,bachelors degree,3
502,0821,offline,0,,0,female,1,30,,35,161,170,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
503,3026,offline,0,yes,1,female,1,40,,,167,,,good,,,,1,0,single,1,bachelors degree,3,,0
504,7684,offline,0,yes,1,female,1,30,,,166,175,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
505,8169,offline,0,yes,1,female,1,29,,29,158,170,,,,,,0,0,single,1,masters degree,4,masters degree,4
506,7665,offline,0,yes,1,female,1,39,,39,163,170,,good,,,,1,0,single,1,bachelors degree,3,bachelors degree,3
508,9859,offline,0,,0,male,0,31,26,27,170,160,,good,good,,,1,1,single,1,bachelors degree,3,bachelors degree,3
509,9268,offline,0,yes,1,female,1,34,31,39,165,174,,good,good,,,1,1,single,1,bachelors degree,3,bachelors degree,3
510,6064,offline,0,,0,female,1,49,,,163,166,,good,,,,1,0,divorced,2,high school,1,high school,1
511,9534,offline,0,,0,male,0,47,,79,170,,,,,,,0,0,divorced,2,vocational,2,,0
512,3859,offline,0,yes,1,male,0,29,,29,184,160,,,,,,0,0,single,1,bachelors degree,3,,0
513,6437,offline,0,,0,female,1,47,,53,157,170,,good,good,,,1,1,divorced,2,,0,,0
514,6285,offline,0,yes,1,female,1,30,30,36,164,170,,good,,,,1,0,single,1,masters degree,4,bachelors degree,3
515,6666,offline,0,yes,1,female,1,30,,,160,,,good,,,,1,0,single,1,bachelors degree,3,,0
516,7885,offline,0,,0,female,1,31,30,36,163,173,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
517,93872,offline,0,yes,1,female,1,31,29,33,162,175,,good,good,,,1,1,single,1,masters degree,4,bachelors degree,3
519,9038,offline,0,yes,1,female,1,33,,39,160,170,,,good,,,0,1,single,1,bachelors degree,3,bachelors degree,3
520,8378,offline,0,,0,female,1,34,,34,165,173,,good,good,,,1,1,single,1,masters degree,4,bachelors degree,3
521,3068,offline,0,yes,1,female,1,36,37,43,170,174,,good,,,,1,0,single,1,bachelors degree,3,masters degree,4
522,3243,offline,0,yes,1,female,1,30,30,34,168,175,,good,good,,,1,1,single,1,bachelors degree,3,bachelors degree,3
523,1596,offline,0,yes,1,female,1,30,,35,162,170,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
525,6826,offline,0,yes,1,female,1,26,26,31,162,175,,good,good,,,1,1,single,1,bachelors degree,3,bachelors degree,3
526,6369,offline,0,,0,male,0,45,,36,170,160,,good,good,,,1,1,single,1,bachelors degree,3,bachelors degree,3
527,5319,offline,0,yes,1,female,1,29,21,37,160,172,,,,,,0,0,single,1,bachelors degree,3,bachelors degree,3
528,6523,offline,0,yes,1,female,1,38,38,43,161,,,,,,,0,0,single,1,bachelors degree,3,,0
529,2075,offline,0,yes,1,female,1,39,,44,160,,,,,,,0,0,single,1,bachelors degree,3,,0
530,5658,offline,0,,0,male,0,39,29,35,175,,,good,good,,,1,1,single,1,,0,,0
531,5025,offline,0,yes,1,female,1,25,25,30,166,172,180,,good,,,0,1,single,1,high school,1,,0
533,6189,offline,0,yes,1,female,1,41,,45,165,,,,,,,0,0,,,phd,5,,0
534,4375,offline,0,,0,male,0,41,,40,165,,,,,,,0,0,single,1,,0,,0
535,0348,offline,0,,0,male,0,39,,,172,,,good,,,,1,0,single,1,bachelors degree,3,,0
537,2872,offline,0,,0,male,0,33,,29,180,163,,good,good,,,1,1,single,1,bachelors degree,3,bachelors degree,3
538,6555,offline,0,yes,1,female,1,29,,29,160,170,,good,good,,,1,1,single,1,bachelors degree,3,bachelors degree,3
539,9307,offline,0,yes,1,female,1,29,29,35,158,170,,good,good,,,1,1,single,1,bachelors degree,3,bachelors degree,3
540,5869,offline,0,yes,1,female,1,28,28,32,160,170,,,good,,,0,1,single,1,bachelors degree,3,bachelors degree,3
541,4403,offline,0,yes,1,female,1,27,,33,163,175,,good,,,,1,0,single,1,bachelors degree,3,bachelors degree,3
542,1199,offline,0,yes,1,female,1,31,,36,163,170,,,good,,,0,1,single,1,bachelors degree,3,bachelors degree,3
543,2278,offline,0,yes,1,male,0,27,,26,174,160,,good,good,,,1,1,single,1,bachelors degree,3,bachelors degree,3
544,6876,offline,0,yes,1,male,0,38,,33,178,160,167,,,,,0,0,single,1,masters degree,4,,0
545,1108,offline,0,yes,1,female,1,33,33,41,157,165,,,,,,0,0,single,1,high school,1,,0
546,5917,offline,0,yes,1,male,0,33,,29,171,158,,,,,,0,0,single,1,bachelors degree,3,,0
547,2729,offline,0,,0,female,1,56,55,65,165,175,,,,,,0,0,divorced,2,,0,,0
548,8352,offline,0,,0,female,1,62,,72,160,,,good,good,,,1,1,widowed,3,,0,,0
549,7596,offline,0,,0,male,0,43,,39,173,160,,good,good,,,1,1,divorced,2,bachelors degree,3,,0
550,0283,offline,0,,0,male,0,44,,39,170,160,,good,,,,1,0,divorced,2,bachelors degree,3,,0
551,2105,offline,0,,0,male,0,30,28,32,168,155,,good,,,,1,0,divorced,2,,0,,0
552,7881,offline,0,,0,male,0,34,32,36,172,160,,,good,,,0,1,divorced,2,vocational,2,,0
554,61892,offline,0,,0,male,0,46,30,,170,160,,good,good,,,1,1,divorced,2,,0,,0
555,2396,offline,0,,0,male,0,35,,35,170,150,,,,,,0,0,divorced,2,high school,1,,0
556,2421,offline,0,,0,female,1,33,,33,160,170,,good,,,,1,0,divorced,2,bachelors degree,3,bachelors degree,3
557,1389,offline,0,,0,male,0,42,,39,170,160,,good,,,,1,0,divorced,2,bachelors degree,3,,0
558,5551,offline,0,,0,female,1,37,,47,161,170,,good,,,,1,0,divorced,2,masters degree,4,bachelors degree,3
559,2871,offline,0,,0,female,1,35,,45,163,170,,good,good,,,1,1,divorced,2,bachelors degree,3,bachelors degree,3
560,4355,offline,0,,0,female,1,41,,49,166,170,,good,good,,,1,1,divorced,2,high school,1,,0
561,8280,offline,0,,0,male,0,52,,40,175,160,,,good,,,0,1,,,bachelors degree,3,,0
563,5276,offline,0,yes,1,male,0,40,32,36,172,160,,,,,,0,0,single,1,bachelors degree,3,,0
564,8269,offline,0,,0,female,1,34,,34,158,170,,good,good,,,1,1,single,1,bachelors degree,3,bachelors degree,3
